"Title","ID","Updated Date","PMID","Status","Contributor","Editor","SeniorEditor","Section","Topics","BLUF","Citation","Journal","Authors","Summary","Figures","LevelOfEvidence","Methodology","InternalTags"
"T cell responses and therapies against SARS-CoV-2 infection","c4d0abb9-00d2-4769-8428-e464cac8d495",2020-09-23T17:37:39Z,"32935333","Published","4a5eb0a7-05c5-4b3c-b015-253c69a367ba","b2ac1e3e-d206-437a-a5ff-21dc17e3ec44","b30119c1-1db7-42b0-a80e-4e5601747093","Understanding the Pathology","[""immunology"",""pathophysiology"",""review"",""treatments""]","Biomedical researchers from Qatar present a review article highlighting the current understanding of how T cells initially respond to the SARS-CoV-2 Spike (S) protein (Figures 1 & 2) and the mechanisms of excess innate and dysregulated adaptive immunity resulting in tissue damage, in addition to explaining the latest therapeutic approaches (Table 1) aimed at: T cell responses, its cytokines, vaccines inducing T cells, Th1 responses, reverting T cell exhaustion, and clinical trials assessing safety and efficacy of new drugs. The researchers emphasize that further studies on SARS-CoV-2 reconstruction can aid in understanding viral targets, immune responses, and potential therapeutic objectives.","Immunology. 2020 Sep 15. doi: 10.1111/imm.13262. Online ahead of print.","Immunology","[""Toor SM"","" Saleh R"","" Sasidharan Nair V"","" Taha RZ"","" Elkord E.""]","Innate and adaptive immunity play a vital role in eliciting antiviral immune response against SARS-CoV-2 (Figures 1 & 2).
- Dendritic cells and macrophages constituting the innate immunity can phagocytose the virus-infected cells and initiate an adaptive immune response.
- CD4+ T cells stimulate B cells for the production of IgM antibodies as an early antiviral immune response followed later by IgG. 
- CD8+ T cells expressing granzyme and FAS ligand with cytotoxic activity eliminate virus-infected cells.
- ACE2 receptor expression on the lung alveolar cells reduces IFN expression and adaptive immune cells infiltrate leading to pulmonary edema.
- Excessive innate immunity and impaired adaptive immune response lead to tissue damage.
- Previous studies have shown that COVID-19 patients exhibit a similar percentage of naive, memory central, and effector CD4+ T cells, in addition to lower naive and central memory CD8+cells when compared to healthy controls.
- ""Grifoni et al highlight 100% CD4+T cells and 70% CD8+T cells have SARS-CoV-2 spike protein-specific responses in recovered patients.""
- Pathophysiology: ARDS is the main primary complication of COVID-19, and endothelitis leads to the progression of ARDS. Cardiovascular and neurological complications, venous thromboembolism, disseminated intravascular coagulation, and septic shock contribute to secondary complications of COVID-19 disease.
- Excessive pro-inflammatory cytokines and chemokines lead to cytokine storms. TNF alpha, IL-6, and IL-1 beta released by innate immune cells is the major cause of hyperinflammatory state in COVID-19. TNF-alpha and IL-6 levels were inversely related to T cell count in patients with severe disease. This suggests IL-6 blockers tocilizumab, sarilumab, and IL-1 beta blockers may have therapeutic benefits in treating the disease.

Therapeutic strategies (Table 1):
- SARS-CoV-2 specific T cells isolated and expanded in vitro from convalescent donors may prove efficacious and beneficial for treating COVID-19 patients.
- Vaccine development should aim at inducing protective T cell and antibody immune responses against SARS-CoV-2 spike protein, with adenovirus type-5 (Ad5-nCoV) employed as the vector.
- Moderna has developed an mRNA-based vaccine coding S-protein of SARS-CoV-2 via liposomal delivery system, which is undergoing clinical trials to assess safety and efficacy.
- Since IL-7 promotes T cell trafficking to infectious sites and increases naive and memory T cells, clinical trials with recombinant IL-7 to restore lymphocyte count in COVID-19 patients is underway.
- Since IL-2 promote the proliferation of Treg and T effector cells, trials with recombinant IL-2 to restore normal T cell count is registered. 
- Th17 responses via antibodies against IL-17, IL-17R, and JAK2 may have therapeutic benefits against cytokine storm. 
- Therapeutics targeting PD-1 immune checkpoints (IC) in COVID-19 may induce sustained antiviral immune responses mediated by CD4+ and CD8+ Tcells which need to be further analyzed. 
- A combination of anti PD-1 mAb with anti IL-6 and anti IL-1R mAb may prevent hyperinflammation since preclinical studies showed anti PD-1 mAb alone resulted in severe tissue damage.
- Late therapeutic interventions to revert T cell exhaustion and hyperinflammatory response have more beneficial effects than early interventions do, in preventing the pro-infalmmatory responses leading to insufficient immune responses. ","[{""src"":""https://covid19lst.qualtrics.com/jfe/file/F_Wv8WK2udsSgB5rX"",""description"":""Table 1. Therapeutic Strategies to improve antiviral T cell responses and resolve systemic inflammation in COVID-19.\n""},{""src"":""https://covid19lst.qualtrics.com/jfe/file/F_2uQyEtk5EVK7Soo"",""description"":""Figure 1. T cell responses against SARS-CoV-2. SARS-CoV-2 recognizes cells expressing ACE2 receptor including epithelial cells and macrophages. In normal immune environment, infected epithelial cells degrade viral particles and present them to cytotoxic CD8+ T cells (CTLs). CTLs detect viral protein through classical TCR-MHC I interaction, release cytotoxic granules, including granzyme B and perforin, and eliminate infected cells. Additionally, macrophages detect SARS-CoV-2 via ACE2 receptor and present the virus-derived peptides to CD4+ T cells (Th0) via TCR-MHC II interaction. Once exposed to antigen, Th0 cells polarize primarily towards Th1, leading to the release of IFN-γ to eliminate the virus, and Th2 to trigger humoral mediated immune responses and antibody secretion against SARS-CoV-2 virus (A). In incompetent immune environment, SARS-CoV-2 recognizes epithelial cells or macrophages via ACE2 receptor. Viral RNA will replicate by hijacking host transcriptional machinery. These viral progenies will infect multiple cells leading to tissue damage and further lethal complications. In these circumstances, CD4+ and CD8+ T cells fail to provide adequate cell/humoral-mediated immune responses to eliminate viral infected cells. On the other hand, Th0 cells are primed towards Th17 phenotype, resulting in the inhibition of Th1-mediated immune responses (B). In COVID-19, T cells exhausted and overexpress exhaustion markers including PD-1, CTLA-4, TIM-3 and TIGIT through unknown mechanisms, which eventually lead to lymphopenia. In severe COVID-19 cases, the production of cytokines, including IL-1β, IL-6, IL-2, IL-10 and TNFα, is increased leading to the generation of cytokine storm which induces further unfavorable outcomes (B).""},{""src"":""https://covid19lst.qualtrics.com/jfe/file/F_2rPIxSrwi9cgumW"",""description"":""Figure 2. Therapeutic strategies to restore SARS-CoV-2-specific T cell immune responses. Autologous (from a COVID-19 patient) or allogeneic (from a recovered patient), peripheral blood mononuclear cells (PBMCs) can be cultured in the presence of SARS-CoV-2-derived peptides, IL2, GM-CSF or possibly other cytokines to enhance the function of antigen-presenting cells and enrich T cells and enhance the generation of activated viral-specific T cells, which can be infused back into a COVID-19 patient. This could restore effective antiviral T cell immunity, and result in beneficial clinical outcomes (A). The use of viral vector-based, mRNA-based or DNA-based vaccines expressing the S protein of SARS-CoV-2 can lead to the activation of virus-specific CD4+ and CD8+ T cells via antigen-presenting cells, followed by the activation of B cells and secretion of antibodies by plasma cells (B). In COVID-19 patients, the administration of recombinant IL-7 could enhance T cell receptor repertoire diversity, promote the capacity of T cell trafficking to the lungs and alleviate lymphopenia leading to enhanced antiviral immune response. Low dose recombinant IL-2 could control ARDS and excessive inflammation by expanding and activating Tregs, and possibly increase the level of effector CD4+ and CD8+ T cells as they express IL-2 receptor. Additionally, administration of interferons could also help in viral clearance and improving antiviral T cell responses (C).""}]","Other","Review / Literature Review",[]
"Social Distancing to Mitigate COVID-19 Risks Is Associated With COVID-19 Discriminatory Attitudes Among People Living with HIV","ca238083-10c7-4999-9e76-4c0839461f27",2020-09-22T17:12:18Z,"32940326","Published","51d0ab69-abab-4a7c-9127-6f30a7239938","b2ac1e3e-d206-437a-a5ff-21dc17e3ec44","b30119c1-1db7-42b0-a80e-4e5601747093","Climate > Disparities","[""community"",""disparities""]","A  cross-sectional survey study performed by members of the Institute for Collaboration on Health, Intervention, and Policy, University of Connecticut surveyed n=149 HIV+ young adults in Atlanta from March 30 - April 17, 2020. They found that choosing to socially distance as an HIV+ individual was associated with discriminatory attitudes, concerns of contracting COVID-19, and identifying as transgender (Table 5). The authors felt that these results reflected “othering” in the COVID-19 era similar to how people view those living with HIV as different from themselves, and concluded that more research is needed to understand the negative psychosocial impact of this type of discrimination and how best to mitigate it. ","Ann Behav Med. 2020 Sep 17:kaaa074. doi: 10.1093/abm/kaaa074. Online ahead of print.","Ann Behav Med","[""Berman M"","" Eaton LA"","" Watson RJ"","" Andrepont JL"","" Kalichman S.""]",,"[{""src"":""https://covid19lst.qualtrics.com/jfe/file/F_1mfsmPzU2goMCYU"",""description"":""""}]","3","Local non-random sample",[]
"Rapid Decay of Anti-SARS-CoV-2 Antibodies in Persons with Mild Covid-19","cbdd2815-f435-4fe7-b7a8-85ed94d8dc49",2020-09-25T00:05:57Z,"32706954","Published","ea564862-3446-4e35-a428-309d7728031d","6f77f78f-16e2-4fa6-8e63-98a29547d49a","aebaf5f2-67f3-474f-884f-6b8c82644f74","Understanding the Pathology > In vitro","[""immunology"",""in vitro"",""pathophysiology"",""prevention""]","Physicians at the David Geffen School of Medicine at the University of California in Los Angeles analyzed antibody decay rate of the anti-SARS-CoV-2 spike receptor-binding domain of serum immunoglobin G (IgG) using enzyme-linked immunosorbent assay (ELISA) on samples from 34 patients, which showed an antibody half-life of 36 days and overall faster antibody loss than the rate reported for SARS-CoV-1 (Figure 1). Authors highlight concerns regarding length of humoral immunity against SARS-CoV-2, emphasizing the need for better understanding of antibody decay and durability as vaccine development is underway.","N Engl J Med. 2020 Sep 10;383(11):1085-1087. doi: 10.1056/NEJMc2025179. Epub 2020 Jul 21.","N Engl J Med","[""Ibarrondo FJ"","" Fulcher JA"","" Goodman-Meza D"","" Elliott J"","" Hofmann C"","" Hausner MA"","" Ferbas KG"","" Tobin NH"","" Aldrovandi GM"","" Yang OO.""]",,"[{""src"":""https://covid19lst.qualtrics.com/jfe/file/F_A7EojVp9Wm0yxUJ"",""description"":""Figure 1. Longitudinal Assessment of Anti–SARS-CoV-2 Receptor-Binding Domain IgG in Persons Who Recovered from Covid-19. Approximately 80 persons who recovered from Covid-19 referred themselves to our institution to inquire about observational research. Of 68 persons who volunteered to provide initial blood samples, 41 returned to provide repeat samples. Of those persons, 3 were excluded from this analysis because of unclear timing of infection and 4 were excluded because of initial and repeat serum antibody measurements below the limit of reliable quantitative detection. For the 34 participants in our analysis, anti–SARS-CoV-2 receptor-binding domain (RBD) serum IgG concentrations were quantified by enzyme-linked immunosorbent assay as equivalent binding activity to a concentration of a control monoclonal IgG for at least two time points (31 of the 34 participants had two measurements, and the remaining 3 participants had three measurements). Panel A shows log-transformed IgG concentrations plotted against the time since the onset of symptoms in each participant. Panel B shows a linear regression model that was created to estimate the effects of the participants’ age and sex, the days from symptom onset to the first measurement, and the first measured log10 antibody level on the slope reflecting the change in anti-RBD antibody levels (in log10 ng per milliliters per day). The values for age and antibody level were centered at the mean. The time since symptom onset was centered at day 18 and adjusted per 100 days. Thus, the intercept of the model can be interpreted as the average slope adjusted for age, sex, and time and value of the first measurement. CI denotes confidence interval.""}]","Other","Mechanism-based reasoning","[""Level 5- mechanism based reasoning/basic science but deemed to be high value""]"
"The COVID-19 pandemic: Psychological and behavioral responses to the shutdown of the beauty industry","ceb75b72-5f6e-44d5-9063-a62622711250",2020-09-22T17:12:18Z,"32936467","Published","05267e48-cdcc-4219-9679-89377ccfb30b","6829c5fb-e2ba-4225-836e-6b148a334f6d","518c3194-4d70-4a2f-918c-2ef441d854c4","Mental Health & Resilience Needs > Impact on Public Mental Health","[""community"",""mental health"",""psychiatry""]","Australian clinical psychologists used the Dysmorphic Concern Questionnaire to conduct a cross-sectional study of 216 individuals from May 24, 2020 to May 31, 2020 in order to evaluate levels of distress regarding the closing of beauty and cosmetic services during the COVID-19 pandemic (Summary). The authors found that individuals with high dysmorphic concern (n=53) experienced consistent appearance-focused behaviors (Figure 1), increased desire for beauty services (Figure 2), and higher distress regarding the closures (Table 3) when compared to those with low dysmorphic concern (n=163). Although limited by its non-random sampling, the study suggests that individuals with high dysmorphic concern may be facing additional stress regarding the closure of beauty services during the pandemic.","Int J Eat Disord. 2020 Sep 16. doi: 10.1002/eat.23385. Online ahead of print.","Int J Eat Disord","[""Pikoos TD"","" Buzwell S"","" Sharp G"","" Rossell SL.""]","The authors performed a cross-sectional study using the Dysmorphic Concern Questionnaire in an Australian population to create a “high dysmorphic concern” (n = 53) and a “low dysmorphic concern” (n = 163) group. Additionally, the authors also conducted a subsequent survey to evaluate levels of distress regarding the closing of beauty and cosmetic services in the wake of the COVID-19 pandemic. They found that the low dysmorphic concern groups experienced a decrease in appearance-focused behaviors during this period. In contrast, the high dysmorphic concern group (which is characterized by a younger average age, more frequent single marital status, and female identification) experienced consistent appearance-focused behaviors (Figure 1), increased desire for beauty services (Figure 2), and higher distress regarding the closure of beauty services (Table 3) during the pandemic. ","[{""src"":""https://covid19lst.qualtrics.com/jfe/file/F_1MK9Fjvzpvw3QGJ"",""description"":""FIGURE 1 Change in appearance-focused behavior total score (range 18–90) in a typical week prior to COVID-19 restrictions compared with the peak of COVID-19 restrictions. DCQ = Dysmorphic Concern Questionnaire. Scores are presented separately for groups scoring highly on the DCQ (≥11) versus those scoring below the DCQ cut-off (&lt;11). Error bars reflect 95% confidence intervals""},{""src"":""https://covid19lst.qualtrics.com/jfe/file/F_32Pbt4P7lHJ0Scy"",""description"":""FIGURE 2 Change in the desire to obtain cosmetic treatments since COVID-19 restrictions began across low dysmorphic concern (DCQ) and high DCQ groups. Scores for individual beauty services range from −5 (decreased desire to obtain beauty service) to +5 (increased desire to obtain beauty service). The solid line reflects “no change” in desire. * denotes significant difference between groups based on t tests at p &lt; .05, ** denotes significant difference at p &lt; .001""},{""src"":""https://covid19lst.qualtrics.com/jfe/file/F_07lMkN3OXrjqRbP"",""description"":""TABLE 3 Level of distress regarding the closure of beauty services in the overall sample and comparisons between low and high dysmorphic concern (DCQ) groups""}]","3","Local non-random sample",[]
"Pre-operative CT Chest as a screening tool for COVID-19: An appraisal of current evidence","d16e4a87-6f05-41cd-8216-f73332a85854",2020-09-23T17:37:39Z,"32898277","Published","b42ec4eb-0a9e-4c97-8ba4-2d1607846c3f","6f77f78f-16e2-4fa6-8e63-98a29547d49a","aebaf5f2-67f3-474f-884f-6b8c82644f74","Adjusting Practice During COVID-19 > Surgical Subspecialties","[""adjusting practice"",""diagnostics"",""radiology"",""surgery""]","A review of studies between February 1, 2020 and July 31, 2020 by surgeons in India assessed the efficacy of chest computed tomography (CT) as a preoperative COVID-19 diagnostic tool for patients undergoing elective surgeries and found early studies indicated chest CT as an effective screening tool, but further evaluation of subsequent studies (Table 1) showed low predictive value and potentially unnecessary surgery delay. Authors suggest chest CT is not practical in settings where RT-PCR is readily available, recommending its use only for symptomatic patients with high post-operative complication risk or pulmonary sequelae after COVID-19.","Br J Surg. 2020 Sep 8. doi: 10.1002/bjs.12039. Online ahead of print.","Br J Surg","[""Agrawal V"","" Yadav SK"","" Sharma D.""]",,"[{""src"":""https://covid19lst.qualtrics.com/jfe/file/F_REymesdTPuQMh3P"",""description"":""Table 1. Summary of Findings in studies using preoperative CT chest screening in a surgical setting.""}]","1","Review / Literature Review","[""Executive Summary""]"
"Covid-19 and Health Equity - Time to Think Big","dbd5efd9-3dc6-4896-88dd-595150e6d945",2020-09-23T17:37:39Z,"32706955","Published","4a5eb0a7-05c5-4b3c-b015-253c69a367ba","b2ac1e3e-d206-437a-a5ff-21dc17e3ec44","b30119c1-1db7-42b0-a80e-4e5601747093","Climate > Disparities","[""community"",""disparities"",""race""]","An expert opinion from individuals affiliated with University of North Carolina and Boston University schools of medicine expose socioeconomic disparities and health inequities in US populations, with higher COVID-19 mortality present among Black, Latinx, and Indigenous populations when compared to Whites. They recommend new policies that include a monthly universal food income to all US households, unemployment insurance reform, and community development investment policies. Such policies may promote improvement of health inequity among Americans.","N Engl J Med. 2020 Sep 17;383(12):e76. doi: 10.1056/NEJMp2021209. Epub 2020 Jul 22.","N Engl J Med","[""Berkowitz SA"","" Cené CW"","" Chatterjee A.""]",,[],"Other","Expert Opinion","[""Executive Summary""]"
"Description of the effect of patient flow, junior doctor supervision and pandemic preparation on the ability of emergency physicians to provide direct patient care","de315625-7d2c-474f-9400-02693a18af1a",2020-09-17T19:00:38Z,"32862832","Published","b42ec4eb-0a9e-4c97-8ba4-2d1607846c3f","6f77f78f-16e2-4fa6-8e63-98a29547d49a","aebaf5f2-67f3-474f-884f-6b8c82644f74","Adjusting Practice During COVID-19 > Acute care > Emergency Medicine","[""adjusting practice"",""emergency"",""in hospital"",""management""]","This retrospective cross-sectional study of emergency physicians (EPs; n=32) at Monash Medical Center in Australia from February 1 to February 29, 2020 found physician productivity (defined as number of patients examined per hour) decreased by 48.5% during the COVID-19 pandemic compared to historical performances, which authors attribute to increased workload from COVID-19 preparation (Box 1; Figures 1,2). Researchers acknowledge the unidimensional variable only captures one measure of productivity but suggest new technical and adaptive challenges during the pandemic calls for strong role modeling and leadership to address complexities encountered by EPs and other healthcare providers.","Aust Health Rev. 2020 Aug 31. doi: 10.1071/AH20180. Online ahead of print.","Aust Health Rev","[""Lim A"","" Gupta N"","" Lim A"","" Hong W"","" Walker K.""]",,"[{""src"":""https://covid19lst.qualtrics.com/jfe/file/F_1hAJO5XwIeDnFP3"",""description"":""Box 1. Increased duties of emergency physicians during the COVID-19 pandemic""},{""src"":""https://covid19lst.qualtrics.com/jfe/file/F_2y7TPGP0wDmVTeG"",""description"":""Figure 1. Relationship between years of Australian registration and the number of primary consults per 9.5-h shift.""},{""src"":""https://covid19lst.qualtrics.com/jfe/file/F_2ZDdLqWrrErRDzM"",""description"":""Figure 2. Relationship between number of junior doctors supervised and the number of primary consults per 9.5-h shift.""}]","3","Local non-random sample","[""Executive Summary""]"
"Rhabdomyolysis and Acute Renal Failure in an Adolescent With Coronavirus Disease 2019","dfcc413b-6a12-48e5-8142-d9f44a7070a5",2020-09-22T17:12:18Z,"32645174","Published","f8761506-c676-4f5d-b368-02bf98bf4591","37b21518-2a48-474b-b0ca-0fd69940f406","128c5f16-d1ca-4393-ab63-3b649101cfec","Epidemiology > Symptoms and Clinical Presentation > Pediatrics","[""pediatrics"",""presentation"",""symptoms""]","Pediatric infectious disease specialists affiliated with University of Alabama at Birmingham describe a 16-year-old African American male with COVID-19-associated rhabdomyolysis and acute kidney injury (AKI) without respiratory symptoms or abnormal chest X-ray findings. Based on this unique case (details illustrated below), the authors suggest that physicians should be cautious of rhabdomyolysis and the risk of AKI in pediatric COVID-19 cases, even if the patient does not have respiratory symptoms nor a high viral load.","J Pediatric Infect Dis Soc. 2020 Sep 17;9(4):507-509. doi: 10.1093/jpids/piaa083.","J Pediatric Infect Dis Soc","[""Samies NL"","" Pinninti S"","" James SH.""]","The patient's disease course is detailed as follows: 
• Presented with 3-day history of intermittent fever, myalgia, dark urine, nonproductive cough
• Labs included: WBC 4.3 × 103/μL with 15% lymphocytes, creatinine 1.6 mg/dL, ALT and AST elevated at 107 U/L and 1316 U/L, CK level elevated at 274 664 U/L (Figure 1)
• Became anuric and eventually displayed AKI with rhabdomyolysis
• By day 5 of hospitalization, patient’s CK levels started to improve and patient was discharged on day 14 of hospitalization","[{""src"":""https://covid19lst.qualtrics.com/jfe/file/F_3DnZKAb1CUFRWra"",""description"":""Figure 1. Trend in creatine kinase and creatinine levels during hospitalization. Creatine kinase levels were not obtained after hospital day 10.""}]","Other","Case Report",[]
"Patients with Prolonged Positivity of SARS-CoV-2 RNA Benefit from Convalescent Plasma Therapy: A Retrospective Study","e7716049-0770-4ae9-b3cd-084fb0d39d4a",2020-09-17T19:00:38Z,"32865701","Published","e8eda9b6-a83d-43a8-85c8-79466bc3466a","609f3c3b-bc04-416b-9e4b-96c63492a359","f7b52c37-a3c2-4a45-9018-7d25bbe75f46","Management > Acute care","[""adults"",""critical care"",""in hospital"",""management"",""treatments""]","Intensivists affiliated with academic hospitals in Wuhan conducted a retrospective case review of 27 RT-PCR confirmed COVID-19 patients with prolonged positivity of SARS-CoV-2 RNA (median 44 days [30-47]) who received convalescent plasma (CP) therapy (n=27) between January 1 and April 20, 2020. Patients whose SARS-CoV-2 RT-PCR became negative 7 days or sooner after CP initiation (early negative group, n=15) had lower viral loads at days 3, 5, 7 (Figure 2), improved imaging findings (Figure 1) and shorter hospital stays (37 vs 52 days, no p-value)(Table 3) compared to those in the late negative group (&gt;7 days). Based on this the authors suggest rapid reduction in viral load may benefit COVID-19 patients with prolonged positivity but the implications for CP efficacy were unclear given study design.","Virol Sin. 2020 Aug 31. doi: 10.1007/s12250-020-00281-8. Online ahead of print.","Virol Sin","[""Wu Y"","" Hong K"","" Ruan L"","" Yang X"","" Zhang J"","" Xu J"","" Pan S"","" Ren L"","" Chen L"","" Huang C"","" Shang Y.""]",,"[{""src"":""https://covid19lst.qualtrics.com/jfe/file/F_3iHUvT6QLCQLA4J"",""description"":""Figure 1.\nCT images before and after CP therapy. A Results of AI-assisted diagnostic system in patient 2 before CPT, blue areas represent GGO in CT images, red areas represent consolidation in CT images. B Results of AI-assisted diagnostic system in patient 2 after CPT. C Consolidation of CT in patients 1, 2, and 3 decreased after the transfusion. D GGO of CT in patients 1, 2, 3, 4, and 5 decreased after CP therapy.""},{""src"":""https://covid19lst.qualtrics.com/jfe/file/F_3EcB56JqZb7xIYe"",""description"":""Figure 2.\nVariation trend of viral load of patients before and after CP therapy: Ct value of &lt; 43 is defined to be positive, and Ct value of &gt; 47 would be undetectable. *The median Ct value in early negative group (ENG) was significantly greater than late negative group (LNG) on day 3 after the transfusion, P = 0.043. **: The median Ct value in early negative group was significantly greater than late negative group on day 5, P = 0.008. ***: The median Ct value in early negative group was significantly greater than late negative group on day 7, P = 0.003.""},{""src"":""https://covid19lst.qualtrics.com/jfe/file/F_3RxVmJIqL1JLyfp"",""description"":""Table 3. Patients’ status after transfusion and outcome after CP therapy.""}]","4","Case-series, case-control studies, or historically controlled studies",[]
"Facial masks in children: the position statement of the Italian pediatric society","e96b9c7d-42a3-4a91-a6ad-a6b32d20ea48",2020-09-22T17:12:18Z,"32933562","Published","1c3399b7-a074-4a13-a7df-914445bc6b19","b2ac1e3e-d206-437a-a5ff-21dc17e3ec44","b30119c1-1db7-42b0-a80e-4e5601747093","Transmission & Prevention > Prevention in the Community","[""community"",""pediatrics"",""prevention"",""transmission""]","A positional statement by experts from the Italian Pediatric Society emphasizes how it is both safe and protective for children to wear facial masks during the COVID-19 pandemic. The authors also provide various scientific articles disproving the following misconceptions associated with facial masks: carbon dioxide intoxication, negative effects on the immune system, lack of peer-reviewed evidence for facial mask effectiveness, and gut dysbiosis. In conclusion, the Italian Pediatric Society firmly advocates for usage of facial masks by children &gt; 3 years old, and by caregivers for children &lt; 3 years old.","Ital J Pediatr. 2020 Sep 15;46(1):132. doi: 10.1186/s13052-020-00898-1.","Ital J Pediatr","[""Villani A"","" Bozzola E"","" Staiano A"","" Agostiniani R"","" Del Vecchio A"","" Zamperini N"","" Marino F"","" Vecchio D"","" Corsello G.""]",,[],"Other","Expert Opinion",[]
"Immune thrombocytopenic purpura after COVID-19 infection","ed1e6244-b2fe-49b1-b524-1b0e59b0e42c",2020-09-23T17:37:39Z,"32951347","Published","b0f69700-4384-4947-bd85-bd6ea5d73c4e","b2ac1e3e-d206-437a-a5ff-21dc17e3ec44","b30119c1-1db7-42b0-a80e-4e5601747093","Epidemiology > Symptoms and Clinical Presentation > Adults","[""adults"",""critical care"",""pharmacy"",""presentation"",""symptoms"",""treatments"",""vascular"",""prognosis""]","A case study conducted in Nice, France involved a 63 year-old female presenting with asthenia, fever, dry cough, and headache with chest CT showing evidence of COVID-19 pneumonia. Day 26 following onset, during the non-inflammatory timeline of infection, she noticed lower limb purpura (Figure 1) without PT, aPTT, fibrinogen abnormalities, and consistent with immune thrombocytopenia, which resolved following IVIg therapy. This case indicates physicians need to be cautious of bleeding, thrombosis, and septic risks in COVID-19 patients and should consider IVIg therapy as a reasonable treatment for ITP. ","Int J Lab Hematol. 2020 Sep 20. doi: 10.1111/ijlh.13346. Online ahead of print.","Int J Lab Hematol","[""Levraut M"","" Ottavi M"","" Lechtman S"","" Mondain V"","" Jeandel PY.""]","A 63 year-old female with a past medical history of autoimmune hypothyroidism and stroke presented to the ED with 7 days of fever, dry cough, headache, and fatigue. Despite having normal vital signs, physical exam revealed bilateral crackles of lung bases with corresponding CT imaging studies that showed bilateral and subpleural frosted glass beaches in lower lung bases consistent with COVID-19 pneumonia. Laboratory studies showed normal levels of platelets and hemoglobin, however did reveal lymphocytopenia. Her initial SARS-CoV-2 RT-PCR was negative, but her husband tested positive within 24 hours, which led to her starting prophylactic azithromycin 500 mg and hydroxychloroquine 600 mg daily. On Day 26, patient presented to the ED with lower limb purpura and severe thrombocytopenia and lymphopenia, which successfully resolved with IVIg. At this time, she tested positive for SARS-CoV-2 qualitative studies, despite having a negative RT-PCR test. She was discharged on day 33 following progressively increasing platelet counts.","[{""src"":""https://covid19lst.qualtrics.com/jfe/file/F_dhtn7WHcDX1s5IB"",""description"":""FIGURE 1 A, Chest CT scan showing bilateral and subpleural frosted glass beaches evocative of COVID-19 pneumonia. B, Lower limb purpura and bruises [Colour figure can be viewed at wileyonlinelibrary.com]""}]","5","Case report","[""Executive Summary""]"
"The role of fit testing N95/FFP2/FFP3 masks: a narrative review","f1e9dd6c-fe41-4c33-8eea-3530c71fb973",2020-09-25T00:05:57Z,"32932556","Published","74bf1338-4e36-47be-adf0-7bd59da64f1f","37b21518-2a48-474b-b0ca-0fd69940f406","128c5f16-d1ca-4393-ab63-3b649101cfec","Adjusting Practice During COVID-19","[""adjusting practice"",""healthcare workforce"",""in hospital"",""nosocomial"",""prevention"",""review""]","Investigators affiliated with Fiona Stanley Hospital and Perth Children's Hospital in Australia review mask fit testing for N95/FFP2/N99/FFP3s and identify inadequate mask fit testing as a risk factor for infection among healthcare workers. They argue that well fitted N95/FFP2/N99/FFP3 masks are essential to protect healthcare workers against respiratory viruses such as COVID19, particularly during aerosol generating procedures (Table 1). Additionally, quantitative fit testing has been evidenced to detect facial leaks better than qualitative fit testing protocols (Table 2). For appropriate protection, the authors recommend mask fit testing, especially quantitative fit testing, for all healthcare workers. ","Anaesthesia. 2020 Sep 15. doi: 10.1111/anae.15261. Online ahead of print.","Anaesthesia","[""Regli A"","" Sommerfield A"","" von Ungern-Sternberg BS.""]",,"[{""src"":""https://covid19lst.qualtrics.com/jfe/file/F_qCVjCEHu4CwFyF3"",""description"":""""},{""src"":""https://covid19lst.qualtrics.com/jfe/file/F_2XnGpNk5Iqmam8M"",""description"":""""}]","Other","Review / Literature Review","[""Executive Summary""]"
"Otolaryngology-Head and Neck Surgery and COVID-19","f98e06a2-2910-4913-9f58-bb5cc32d8da0",2020-09-26T01:24:20Z,"32960254","Published","51d0ab69-abab-4a7c-9127-6f30a7239938","b2ac1e3e-d206-437a-a5ff-21dc17e3ec44","b30119c1-1db7-42b0-a80e-4e5601747093","Adjusting Practice During COVID-19 > Surgical Subspecialties > Otolaryngology","[""adjusting practice"",""otolaryngology""]","An otolaryngologist from the Washington University School of Medicine in Missouri discusses that due to tight association with the upper airway, COVID-19 has caused major practice changes in the field of otolaryngology–head and neck surgery (most effected being rhinology and head and neck cancer). These limitations include reducing certain invasive procedures to high acuity cases only and transitioning to using medical or conservative management whenever possible (e.g. watchful waiting for indolent neoplastic disease). The author concludes by stating he believes some of these changes will likely become permanent in the otolaryngology field long after COVID-19 ends.","JAMA. 2020 Sep 22;324(12):1145-1146. doi: 10.1001/jama.2020.15779.","JAMA","[""Piccirillo JF.""]",,[],"Other","Expert Opinion",[]
